Filename	Reason(s)
UZ349017	1_NIR min (2758.0000) is an outlier (IQR method); 1_NIR max (44940.0000) is an outlier (IQR method); 2_Red min (505.0000) is an outlier (IQR method); 2_Red max (43834.0000) is an outlier (IQR method); 2_Red std (4055.7122) is an outlier (IQR method); 3_Green max (41408.0000) is an outlier (IQR method); 3_Green std (3785.6365) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UZ416640	0_SWIR max (40894.0000) is an outlier (IQR method); 1_NIR max (45210.0000) is an outlier (IQR method); 2_Red max (43908.0000) is an outlier (IQR method); 3_Green max (42017.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UZ562488	1_NIR min (3676.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UZ712350	1_NIR max (43723.0000) is an outlier (IQR method); 2_Red std (5704.1821) is an outlier (IQR method); 3_Green max (40760.0000) is an outlier (IQR method); 3_Green std (6228.9468) is an outlier (IQR method)
UZ857134	0_SWIR min (5854.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UZ909076	DEM min is suspiciously low: -32768.00; 2_Red std (4004.5510) is an outlier (IQR method); 3_Green std (4732.9771) is an outlier (IQR method); 4_Blue std (6062.4277) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
VA104827	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (15202.3076) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (15132.6895) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (14946.6816) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (15047.0469) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (15054.4033) is an outlier (IQR method)
VA131444	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18496.6758) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18801.5156) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18068.9199) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18153.6797) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18111.6035) is an outlier (IQR method)
VA144648	5_CloudMask max (0.0000) is an outlier (IQR method)
VA171736	2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
VA825091	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16455.8398) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (16506.0664) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16554.1348) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16679.2812) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16763.4355) is an outlier (IQR method)
VB288056	4_Blue max (65535.0000) is an outlier (IQR method)
VB482384	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17993.4531) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18066.1348) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17999.5430) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18089.5020) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18090.3555) is an outlier (IQR method)
VB500118	5_CloudMask max (0.0000) is an outlier (IQR method)
VB750760	5_CloudMask max (0.0000) is an outlier (IQR method)
VC145903	4_Blue max (65535.0000) is an outlier (IQR method)
VC170277	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (22419.5137) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (22644.8867) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (21361.1875) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (21324.0898) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (21031.3125) is an outlier (IQR method)
VC256941	0_SWIR min (5669.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
VC397571	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (23348.8184) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (23895.9434) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (21253.7559) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (21208.7910) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20860.1699) is an outlier (IQR method)
VC433864	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (14944.4141) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (14789.8467) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (14447.6924) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (14377.7490) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (14066.8037) is an outlier (IQR method)
VC831952	1_NIR max (13186.0000) is an outlier (IQR method)
VC906913	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (469.1294) is an outlier (IQR method)
VD289633	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (249.8770) is an outlier (IQR method)
VD785315	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (18050.4219) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17905.0566) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16424.1309) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16406.7598) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16227.6113) is an outlier (IQR method)
VE466813	0_SWIR max (9994.0000) is an outlier (IQR method); 1_NIR max (10024.0000) is an outlier (IQR method)
VE497329	1_NIR max (10581.0000) is an outlier (IQR method)
VE555234	5_CloudMask max (0.0000) is an outlier (IQR method)
VE849979	0_SWIR max (40691.0000) is an outlier (IQR method); 1_NIR max (44260.0000) is an outlier (IQR method); 2_Red max (39630.0000) is an outlier (IQR method)
VF127491	0_SWIR min (5545.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
VF161434	1_NIR min (3716.0000) is an outlier (IQR method); 2_Red min (229.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
VF441501	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (132.8208) is an outlier (IQR method)
VG225740	1_NIR min (3213.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (5764.1133) is an outlier (IQR method)
VG311499	1_NIR max (40922.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
VG413388	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20423.6094) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20344.2520) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20303.7051) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20430.2363) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20397.6797) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
VG443343	1_NIR min (2708.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
VG898867	5_CloudMask max (0.0000) is an outlier (IQR method)
VG905635	1_NIR max (12019.0000) is an outlier (IQR method)
VH379473	0_SWIR max (65535.0000) is an outlier (IQR method)
VI189691	6_DEM max (609.0000) is an outlier (IQR method)
VI293020	5_CloudMask max (0.0000) is an outlier (IQR method)
VI782271	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (15201.1875) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (15139.3857) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (14177.1172) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (14176.1924) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (14095.9268) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (643.4100) is an outlier (IQR method)
VI835911	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (19606.6719) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (41839.0000) is an outlier (IQR method); 1_NIR std (20368.9863) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (19114.7617) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19123.1309) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (20812.1719) is an outlier (IQR method)
VI875028	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20108.1738) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20677.2148) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18935.4570) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18931.9941) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18712.1426) is an outlier (IQR method)
VJ421384	0_SWIR max (65535.0000) is an outlier (IQR method); 1_NIR max (38819.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (5720.7007) is an outlier (IQR method)
VJ490959	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (48952.0000) is an outlier (IQR method); 0_SWIR std (19952.7188) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (61554.0000) is an outlier (IQR method); 1_NIR std (21106.6602) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (19691.3457) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (52156.0000) is an outlier (IQR method); 3_Green std (19576.7031) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (46858.0000) is an outlier (IQR method); 4_Blue std (19409.8047) is an outlier (IQR method)
VJ555844	DEM min is suspiciously low: -32768.00; 0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (260.4879) is an outlier (IQR method)
VK341238	DEM min is suspiciously low: -32768.00; 0_SWIR max (48886.0000) is an outlier (IQR method); 1_NIR max (51137.0000) is an outlier (IQR method); 2_Red max (45485.0000) is an outlier (IQR method); 3_Green max (42892.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (301.8469) is an outlier (IQR method)
VK430536	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (19867.7129) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19832.3789) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19434.4121) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19531.2500) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19583.4688) is an outlier (IQR method)
VK644315	1_NIR max (37769.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
VK880679	1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
VK938373	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
VL131208	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (259.6619) is an outlier (IQR method)
VL174838	0_SWIR min (5724.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (48906.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (47249.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (45267.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (44972.0000) is an outlier (IQR method)
VL447283	DEM min is suspiciously low: -32768.00; 1_NIR max (12760.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (16377.7461) is an outlier (IQR method)
VL631958	DEM min is suspiciously low: -32768.00; 1_NIR max (11233.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
VM239420	1_NIR max (15590.0000) is an outlier (IQR method)
VM536604	1_NIR max (39122.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
VM542584	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19894.3301) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20007.5859) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19808.4922) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19871.1309) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19988.3320) is an outlier (IQR method)
VM542978	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (6701.3491) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (6414.0649) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (6488.4341) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (6456.4570) is an outlier (IQR method)
